baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene	pval	chr	start	end	strand	size
42.942748595265	1.79267660347526	0.592077973937073	3.02777114229516	0.00246364587794406	1	Xkr4	0.00246364587794406	chr1	3205901	3671498	-	465597
1.54915862063711	0.665275317117616	2.58524546142381	0.257335455005971	0.796919824660337	1	RP23-317L18.4	0.796919824660337	chr1	3365731	3368549	-	2818
5.76446158102178	0.544216782761435	1.40063989557948	0.388548680127578	0.69761003659874	1	RP23-317L18.3	0.69761003659874	chr1	3375556	3377788	-	2232
1.95581022615983	-0.765106297315764	2.53338107242434	-0.302009952487563	0.762644476015827	1	RP23-115I1.6	0.762644476015827	chr1	3464977	3467285	-	2308
1.6368707101391	2.68733431357833	2.67635303522028	1.00410307542149	0.3153289332188	1	RP23-115I1.2	0.3153289332188	chr1	3531795	3532720	+	925
2.38709138092775	2.8271527149743	2.43675631061064	1.16021150849747	0.245962702509583	1	RP23-122M2.3	0.245962702509583	chr1	3647309	3658904	-	11595
3.11153487978319	2.35560829366123	1.76750402619971	1.33273150088715	0.182619931836316	1	Sox17	0.182619931836316	chr1	4490931	4497354	-	6423
6.2672850558456	0.688451487861728	1.20078097255446	0.573336439864768	0.566416916958781	1	RP23-285G23.3	0.566416916958781	chr1	4522905	4526737	+	3832
9.25969642750578	-0.828237393575406	1.01733714540198	-0.814122827735878	0.415574589657024	1	Gm6085	0.415574589657024	chr1	4687934	4689403	-	1469
1.18284081494729	1.76035212681552	3.15370356437599	0.55818566675078	0.576717607346708	1	RP23-34E15.2	0.576717607346708	chr1	4692219	4693424	-	1205
34.4914252717188	-0.337590129387462	0.566714286170734	-0.595697228083918	0.551377510309716	1	RP23-34E15.4	0.551377510309716	chr1	4771131	4772199	+	1068
1050.68798723345	-0.125829114324937	0.140617078448686	-0.894835219968354	0.370875179941801	1	Mrpl15	0.370875179941801	chr1	4773206	4785739	-	12533
